Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
8110037-65.2025.8.03.6549,AP,Não reconhece operação,Genérico,Êxito,Improcedência,9525.28,0.0,1,1,1,1,1,1
3325397-20.2025.8.22.7510,RO,Não reconhece operação,Golpe,Êxito,Improcedência,12140.93,0.0,1,1,0,1,1,0
5181513-83.2025.8.24.1509,SC,Não reconhece operação,Golpe,Êxito,Extinção,11174.62,0.0,0,1,0,0,1,1
3992435-50.2025.8.25.1253,SE,Não reconhece operação,Golpe,Êxito,Improcedência,4596.52,0.0,1,1,1,0,0,1
5303824-80.2025.8.16.5099,PR,Não reconhece operação,Golpe,Êxito,Improcedência,13866.11,0.0,1,1,1,0,0,1
6172925-09.2025.8.06.4266,CE,Não reconhece operação,Genérico,Êxito,Extinção,14478.19,0.0,1,1,0,1,1,1
7843283-79.2025.8.05.2661,BA,Não reconhece operação,Golpe,Êxito,Improcedência,12090.5,0.0,1,1,1,1,0,1
5264276-15.2025.8.06.0118,CE,Não reconhece operação,Golpe,Êxito,Improcedência,21377.18,0.0,1,1,0,1,1,0
4799914-68.2025.8.10.0930,MA,Não reconhece operação,Genérico,Êxito,Improcedência,21584.24,0.0,0,1,1,0,1,1
6824899-10.2025.8.19.2226,RJ,Não reconhece operação,Golpe,Não Êxito,Procedência,19802.3,19208.231,0,0,0,0,1,1
8595531-11.2025.8.11.7194,MT,Não reconhece operação,Golpe,Êxito,Improcedência,23967.56,0.0,1,1,1,1,0,1
9065988-75.2025.8.14.5843,PA,Não reconhece operação,Golpe,Êxito,Improcedência,16175.16,0.0,1,1,0,1,1,1
2355053-02.2025.8.18.6108,PI,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13777.69,9644.383,0,1,0,0,0,1
9125520-42.2025.8.09.8977,GO,Não reconhece operação,Golpe,Não Êxito,Procedência,12177.94,11812.6018,0,0,0,0,1,0
8168300-57.2025.8.14.2761,PA,Não reconhece operação,Golpe,Êxito,Extinção,21328.16,0.0,1,1,1,0,1,1
7170511-11.2025.8.09.4741,GO,Não reconhece operação,Genérico,Êxito,Extinção,20667.01,0.0,1,1,1,1,1,1
5117108-98.2025.8.19.8987,RJ,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,5929.06,2727.3676000000005,0,0,0,1,1,1
1347119-06.2025.8.27.2593,TO,Não reconhece operação,Golpe,Êxito,Improcedência,17934.0,0.0,1,1,0,0,1,1
4731410-72.2025.8.09.2805,GO,Não reconhece operação,Golpe,Êxito,Improcedência,11582.69,0.0,1,1,0,0,1,0
5713719-08.2025.8.02.2381,AL,Não reconhece operação,Golpe,Êxito,Improcedência,17744.77,0.0,1,1,0,1,1,0
5750573-04.2025.8.15.1184,PB,Não reconhece operação,Golpe,Êxito,Improcedência,22568.5,0.0,1,1,1,0,1,1
7907872-91.2025.8.17.4729,PE,Não reconhece operação,Genérico,Êxito,Improcedência,20019.2,0.0,1,1,1,0,0,0
3172332-76.2025.8.09.2605,GO,Não reconhece operação,Golpe,Êxito,Improcedência,14714.52,0.0,1,1,1,1,1,1
9008352-62.2025.8.12.7757,MS,Não reconhece operação,Golpe,Êxito,Improcedência,15387.78,0.0,1,1,0,1,1,1
4316859-05.2025.8.14.4002,PA,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,14221.38,10808.2488,0,1,0,1,1,1
2934766-58.2025.8.14.0945,PA,Não reconhece operação,Genérico,Êxito,Extinção,8380.18,0.0,1,1,1,0,1,1
8641028-65.2025.8.21.9451,RS,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,22613.11,17412.0947,0,1,1,1,1,1
8546225-18.2025.8.12.4474,MS,Não reconhece operação,Golpe,Êxito,Improcedência,10596.75,0.0,1,1,1,1,1,1
2064526-13.2025.8.19.3443,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,10850.45,0.0,1,1,0,0,1,1
8012120-28.2025.8.02.7754,AL,Não reconhece operação,Golpe,Êxito,Extinção,12579.88,0.0,1,1,1,1,1,0
5480450-82.2025.8.16.4731,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16466.59,9879.954,0,0,1,0,0,1
2796954-43.2025.8.20.2750,RN,Não reconhece operação,Golpe,Êxito,Improcedência,18582.5,0.0,1,1,0,1,0,1
2191441-67.2025.8.04.0193,AM,Não reconhece operação,Golpe,Êxito,Improcedência,9188.6,0.0,1,1,1,1,0,0
2917315-19.2025.8.24.1151,SC,Não reconhece operação,Genérico,Êxito,Improcedência,14688.14,0.0,1,1,1,1,1,0
1226130-58.2025.8.27.7703,TO,Não reconhece operação,Golpe,Êxito,Improcedência,10579.57,0.0,1,1,1,1,1,0
7085070-37.2025.8.14.2400,PA,Não reconhece operação,Golpe,Êxito,Improcedência,21186.47,0.0,0,1,1,1,1,0
9618384-90.2025.8.07.6759,DF,Não reconhece operação,Genérico,Êxito,Extinção,14892.3,0.0,1,1,1,1,1,1
6408111-54.2025.8.11.0237,MT,Não reconhece operação,Golpe,Êxito,Improcedência,10535.52,0.0,1,1,1,1,0,1
6749602-53.2025.8.16.0643,PR,Não reconhece operação,Golpe,Êxito,Improcedência,7779.92,0.0,1,1,1,1,1,0
7425415-43.2025.8.20.8644,RN,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,18175.12,9451.062399999999,1,1,0,0,1,0
1817610-93.2025.8.25.4452,SE,Não reconhece operação,Golpe,Êxito,Extinção,12686.28,0.0,1,1,1,0,1,1
4552888-32.2025.8.06.1219,CE,Não reconhece operação,Golpe,Êxito,Extinção,11914.12,0.0,1,1,1,1,0,1
3037455-77.2025.8.11.6065,MT,Não reconhece operação,Golpe,Êxito,Improcedência,6561.76,0.0,1,1,0,0,1,1
2997179-90.2025.8.13.4283,MG,Não reconhece operação,Golpe,Êxito,Improcedência,15523.36,0.0,1,1,0,1,0,1
3257386-82.2025.8.10.0176,MA,Não reconhece operação,Genérico,Êxito,Improcedência,16246.39,0.0,1,1,1,1,1,1
2171438-75.2025.8.19.2251,RJ,Não reconhece operação,Golpe,Não Êxito,Procedência,17502.08,14701.747200000002,0,0,0,1,1,1
5667366-54.2025.8.09.9616,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13499.75,12014.7775,1,1,0,0,1,1
4299883-49.2025.8.25.5286,SE,Não reconhece operação,Golpe,Não Êxito,Procedência,21625.07,19678.8137,0,0,0,1,1,1
7252552-24.2025.8.06.3202,CE,Não reconhece operação,Genérico,Êxito,Improcedência,10488.53,0.0,1,0,1,0,1,1
8202944-24.2025.8.04.2313,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,24988.97,20990.734800000002,0,0,0,1,1,0
2321089-52.2025.8.07.1190,DF,Não reconhece operação,Golpe,Êxito,Improcedência,11408.78,0.0,1,1,1,1,1,1
6423934-30.2025.8.07.8069,DF,Não reconhece operação,Golpe,Êxito,Extinção,22556.84,0.0,1,1,1,1,1,1
6764400-75.2025.8.01.0316,AC,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,17643.95,7586.8985,0,0,1,0,0,1
1560640-12.2025.8.10.9872,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13147.95,4864.7415,0,1,1,1,1,1
1627590-64.2025.8.13.7709,MG,Não reconhece operação,Golpe,Êxito,Improcedência,12603.41,0.0,1,1,0,0,1,1
5467126-34.2025.8.13.7423,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13362.45,11090.8335,1,0,1,1,1,1
5588297-37.2025.8.05.0921,BA,Não reconhece operação,Golpe,Não Êxito,Procedência,6809.39,5992.2632,0,0,0,0,1,1
8758546-76.2025.8.05.7407,BA,Não reconhece operação,Genérico,Não Êxito,Procedência,8691.22,7213.712599999999,0,1,0,0,1,0
9369553-96.2025.8.21.1747,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,24396.13,22200.478300000002,0,1,0,1,1,1
6905498-13.2025.8.25.2191,SE,Não reconhece operação,Genérico,Êxito,Extinção,20162.18,0.0,1,1,1,1,1,1
4453243-77.2025.8.08.4894,ES,Não reconhece operação,Golpe,Êxito,Improcedência,11957.17,0.0,1,1,0,0,0,1
5840753-96.2025.8.19.2452,RJ,Não reconhece operação,Golpe,Êxito,Extinção,8286.58,0.0,1,1,1,0,1,0
3249068-72.2025.8.18.6785,PI,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19137.5,15501.375000000002,0,1,0,0,1,1
9951533-14.2025.8.16.2775,PR,Não reconhece operação,Golpe,Êxito,Improcedência,10272.84,0.0,1,1,0,0,0,0
9936134-93.2025.8.01.8290,AC,Não reconhece operação,Golpe,Êxito,Improcedência,20456.05,0.0,0,1,0,1,1,1
6062459-47.2025.8.22.4956,RO,Não reconhece operação,Golpe,Êxito,Improcedência,14083.3,0.0,1,1,1,1,1,1
9397279-00.2025.8.26.4558,SP,Não reconhece operação,Golpe,Êxito,Extinção,18153.36,0.0,1,1,1,0,1,1
1611912-04.2025.8.16.2076,PR,Não reconhece operação,Genérico,Êxito,Improcedência,16521.76,0.0,1,1,1,1,1,1
2345270-03.2025.8.24.1749,SC,Não reconhece operação,Golpe,Êxito,Improcedência,8380.67,0.0,1,1,1,0,1,1
6586729-14.2025.8.27.0043,TO,Não reconhece operação,Golpe,Êxito,Improcedência,15247.3,0.0,1,1,0,0,0,1
2086290-38.2025.8.25.1457,SE,Não reconhece operação,Golpe,Êxito,Extinção,11790.28,0.0,1,1,0,0,1,1
6316702-47.2025.8.06.0928,CE,Não reconhece operação,Genérico,Êxito,Extinção,9399.24,0.0,1,1,1,0,0,1
1607914-86.2025.8.10.4592,MA,Não reconhece operação,Golpe,Êxito,Improcedência,12024.65,0.0,1,1,1,1,1,1
3686556-10.2025.8.04.6406,AM,Não reconhece operação,Golpe,Êxito,Improcedência,12323.29,0.0,1,1,0,1,0,0
6227489-59.2025.8.24.6980,SC,Não reconhece operação,Genérico,Êxito,Improcedência,22223.38,0.0,1,1,1,1,0,1
1378494-75.2025.8.21.8522,RS,Não reconhece operação,Genérico,Êxito,Improcedência,15315.63,0.0,1,1,1,1,1,1
3129022-96.2025.8.07.5419,DF,Não reconhece operação,Genérico,Êxito,Extinção,14450.73,0.0,1,1,1,0,1,0
2974969-79.2025.8.04.8227,AM,Não reconhece operação,Genérico,Êxito,Improcedência,17026.24,0.0,1,1,1,1,0,1
9443640-76.2025.8.27.7944,TO,Não reconhece operação,Golpe,Êxito,Extinção,8219.2,0.0,1,1,0,0,1,1
8889576-73.2025.8.17.5352,PE,Não reconhece operação,Golpe,Êxito,Improcedência,7371.58,0.0,1,1,0,0,1,1
5718002-81.2025.8.21.9700,RS,Não reconhece operação,Golpe,Êxito,Extinção,6877.09,0.0,1,1,0,0,0,0
1361278-48.2025.8.21.9655,RS,Não reconhece operação,Golpe,Êxito,Improcedência,24926.06,0.0,1,1,0,1,1,1
3826653-10.2025.8.08.3849,ES,Não reconhece operação,Genérico,Êxito,Improcedência,13471.05,0.0,1,1,0,1,1,0
9494136-94.2025.8.21.2512,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15244.87,12500.7934,0,1,0,1,1,1
9892340-66.2025.8.22.6619,RO,Não reconhece operação,Golpe,Êxito,Improcedência,17455.28,0.0,1,1,1,1,0,1
6835288-17.2025.8.03.4052,AP,Não reconhece operação,Golpe,Êxito,Improcedência,16397.2,0.0,1,1,1,0,1,0
2755970-83.2025.8.21.2726,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16905.13,11833.591,0,0,0,1,0,1
4728951-86.2025.8.12.0683,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10315.65,4229.416499999999,0,1,1,1,1,0
9944299-33.2025.8.18.2730,PI,Não reconhece operação,Genérico,Êxito,Extinção,19450.08,0.0,1,1,0,0,1,1
7730768-27.2025.8.27.9293,TO,Não reconhece operação,Genérico,Êxito,Extinção,11919.12,0.0,1,1,1,1,1,1
9149293-07.2025.8.04.0698,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15760.12,14972.114,0,0,0,1,0,1
4379728-62.2025.8.13.9230,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,23523.85,8703.824499999999,0,1,0,1,1,0
9753289-48.2025.8.24.9689,SC,Não reconhece operação,Golpe,Êxito,Improcedência,9703.67,0.0,1,1,0,1,1,1
2084820-42.2025.8.26.7710,SP,Não reconhece operação,Genérico,Êxito,Improcedência,13341.3,0.0,1,0,1,0,1,1
8406063-74.2025.8.03.7531,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,20739.06,14309.9514,0,1,0,1,1,1
7461981-02.2025.8.01.5884,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18683.37,11770.5231,0,0,1,1,1,1
7083185-60.2025.8.08.2753,ES,Não reconhece operação,Genérico,Êxito,Improcedência,14113.48,0.0,1,1,1,1,1,1
9234099-72.2025.8.19.8301,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,10119.71,0.0,1,0,1,1,1,1
2701611-38.2025.8.22.7983,RO,Não reconhece operação,Golpe,Êxito,Improcedência,15234.88,0.0,1,1,1,1,1,1
6772192-72.2025.8.21.8137,RS,Não reconhece operação,Golpe,Êxito,Improcedência,12871.97,0.0,1,0,1,1,1,1
1974671-14.2025.8.16.2160,PR,Não reconhece operação,Golpe,Êxito,Improcedência,24816.82,0.0,1,1,1,1,1,1
4171125-82.2025.8.05.4814,BA,Não reconhece operação,Genérico,Êxito,Extinção,14198.9,0.0,1,1,1,0,1,0
6042737-03.2025.8.17.4159,PE,Não reconhece operação,Genérico,Êxito,Improcedência,23742.03,0.0,1,1,1,1,1,1
2424863-95.2025.8.04.7054,AM,Não reconhece operação,Genérico,Êxito,Improcedência,15057.07,0.0,1,1,1,1,1,1
5911328-07.2025.8.06.2156,CE,Não reconhece operação,Golpe,Êxito,Improcedência,19283.51,0.0,1,0,0,0,1,1
9222510-81.2025.8.27.9426,TO,Não reconhece operação,Golpe,Êxito,Extinção,19016.51,0.0,1,1,1,1,1,0
1303711-99.2025.8.02.4120,AL,Não reconhece operação,Genérico,Êxito,Improcedência,12383.17,0.0,1,1,0,1,1,1
8210043-06.2025.8.10.8509,MA,Não reconhece operação,Golpe,Êxito,Improcedência,23378.61,0.0,1,1,0,0,1,1
4035723-43.2025.8.19.2972,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16478.05,7744.683499999999,0,0,1,1,0,1
6478317-87.2025.8.18.4869,PI,Não reconhece operação,Genérico,Êxito,Improcedência,10764.3,0.0,1,1,1,0,0,1
1332482-32.2025.8.26.1314,SP,Não reconhece operação,Golpe,Êxito,Extinção,16157.77,0.0,1,1,1,1,1,0
5622195-11.2025.8.10.7705,MA,Não reconhece operação,Golpe,Êxito,Improcedência,13824.94,0.0,1,1,1,1,1,0
8417738-05.2025.8.24.1929,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,12112.31,7873.0015,1,0,0,1,1,1
1979343-00.2025.8.03.3501,AP,Não reconhece operação,Genérico,Êxito,Extinção,17595.45,0.0,1,1,1,1,1,1
8839586-65.2025.8.18.3783,PI,Não reconhece operação,Golpe,Êxito,Extinção,15429.65,0.0,1,1,1,0,1,1
2521861-52.2025.8.12.7857,MS,Não reconhece operação,Golpe,Êxito,Improcedência,10107.56,0.0,1,1,1,0,1,0
4087763-58.2025.8.13.0048,MG,Não reconhece operação,Genérico,Êxito,Improcedência,9656.88,0.0,1,0,1,1,0,1
3220133-28.2025.8.06.4290,CE,Não reconhece operação,Genérico,Êxito,Improcedência,8645.82,0.0,1,1,0,1,0,0
6964520-31.2025.8.12.8781,MS,Não reconhece operação,Genérico,Êxito,Improcedência,20831.81,0.0,0,1,1,1,0,1
8201438-10.2025.8.18.5986,PI,Não reconhece operação,Golpe,Êxito,Improcedência,11071.49,0.0,1,1,1,1,0,1
2113761-13.2025.8.19.1945,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16267.57,6669.703699999999,0,0,0,0,1,1
4933764-25.2025.8.07.7162,DF,Não reconhece operação,Golpe,Êxito,Improcedência,17467.28,0.0,1,1,1,0,1,0
2046707-36.2025.8.02.7047,AL,Não reconhece operação,Golpe,Êxito,Extinção,20066.48,0.0,1,1,1,1,0,1
2370156-18.2025.8.04.0823,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17925.68,17925.68,1,0,0,0,1,1
2351024-96.2025.8.06.1959,CE,Não reconhece operação,Genérico,Êxito,Improcedência,14268.18,0.0,1,1,1,1,1,1
4861670-71.2025.8.07.1987,DF,Não reconhece operação,Genérico,Êxito,Improcedência,15104.47,0.0,1,1,1,1,1,1
3472698-79.2025.8.22.9147,RO,Não reconhece operação,Golpe,Êxito,Improcedência,20678.84,0.0,1,1,1,1,0,0
7317109-21.2025.8.04.4047,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11780.43,8953.1268,1,1,1,1,0,1
8982139-27.2025.8.19.2398,RJ,Não reconhece operação,Genérico,Não Êxito,Procedência,8971.67,7356.769399999999,0,1,0,0,1,1
3343053-57.2025.8.24.1828,SC,Não reconhece operação,Golpe,Êxito,Improcedência,9672.96,0.0,1,1,0,0,0,1
1030040-14.2025.8.13.7636,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,23157.42,12505.0068,0,0,0,1,1,0
6513854-21.2025.8.03.6249,AP,Não reconhece operação,Genérico,Êxito,Improcedência,12281.29,0.0,1,1,1,0,1,1
4778657-75.2025.8.03.1868,AP,Não reconhece operação,Genérico,Êxito,Extinção,19323.49,0.0,1,1,1,0,1,1
7056486-52.2025.8.03.8908,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13253.04,12457.8576,0,0,0,1,1,1
9882121-98.2025.8.27.4352,TO,Não reconhece operação,Golpe,Êxito,Extinção,13069.24,0.0,1,1,1,1,1,1
3426603-05.2025.8.04.2394,AM,Não reconhece operação,Genérico,Não Êxito,Procedência,20720.88,19477.6272,0,1,0,1,1,1
9520836-64.2025.8.17.8616,PE,Não reconhece operação,Golpe,Êxito,Extinção,18638.93,0.0,0,1,1,1,1,1
7728064-36.2025.8.07.9287,DF,Não reconhece operação,Genérico,Êxito,Improcedência,9253.52,0.0,1,1,1,1,1,1
1337798-24.2025.8.08.1572,ES,Não reconhece operação,Golpe,Êxito,Improcedência,20679.82,0.0,0,1,1,1,1,1
9278976-81.2025.8.10.7104,MA,Não reconhece operação,Golpe,Êxito,Extinção,21548.86,0.0,1,1,0,1,1,1
3395928-15.2025.8.13.4087,MG,Não reconhece operação,Golpe,Êxito,Extinção,7972.4,0.0,1,1,1,1,0,1
3375870-96.2025.8.07.1040,DF,Não reconhece operação,Golpe,Êxito,Improcedência,12393.71,0.0,1,1,0,1,1,1
1150755-13.2025.8.20.0428,RN,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,11999.85,6239.9220000000005,0,1,0,1,1,1
1866985-19.2025.8.01.0898,AC,Não reconhece operação,Golpe,Êxito,Extinção,16615.74,0.0,1,1,0,1,1,1
9357601-55.2025.8.05.0498,BA,Não reconhece operação,Genérico,Êxito,Extinção,14600.74,0.0,0,1,1,1,1,1
5290088-86.2025.8.25.3910,SE,Não reconhece operação,Genérico,Êxito,Extinção,12641.66,0.0,1,1,1,0,1,0
6133580-58.2025.8.06.9536,CE,Não reconhece operação,Genérico,Êxito,Improcedência,19143.83,0.0,1,1,0,0,1,1
1036565-90.2025.8.27.1539,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16925.33,8124.1584,0,0,1,1,1,1
5616764-54.2025.8.22.9874,RO,Não reconhece operação,Golpe,Êxito,Improcedência,15835.96,0.0,1,1,1,1,1,1
1147472-98.2025.8.25.0512,SE,Não reconhece operação,Golpe,Não Êxito,Procedência,9125.03,7847.5258,0,1,1,0,0,1
4207126-89.2025.8.18.8877,PI,Não reconhece operação,Golpe,Êxito,Improcedência,8632.75,0.0,1,1,0,0,1,1
9989173-90.2025.8.18.3674,PI,Não reconhece operação,Golpe,Não Êxito,Procedência,9072.53,7983.826400000001,0,0,0,1,0,1
1402628-51.2025.8.14.4599,PA,Não reconhece operação,Golpe,Não Êxito,Procedência,20669.59,19429.4146,0,1,1,1,0,1
4923139-60.2025.8.03.7649,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,19308.85,16991.788,0,1,1,1,0,1
1098721-13.2025.8.08.2613,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13127.24,9189.068,0,0,0,1,1,1
8278332-89.2025.8.21.4070,RS,Não reconhece operação,Golpe,Êxito,Improcedência,14025.24,0.0,1,1,1,0,1,0
1952589-53.2025.8.03.7796,AP,Não reconhece operação,Genérico,Êxito,Improcedência,8963.23,0.0,1,1,1,1,1,0
5033336-36.2025.8.16.6828,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19415.31,16308.860400000001,0,0,1,0,1,1
9788149-02.2025.8.15.4072,PB,Não reconhece operação,Golpe,Êxito,Improcedência,17471.71,0.0,1,1,0,1,1,1
6586127-55.2025.8.04.8701,AM,Não reconhece operação,Golpe,Êxito,Improcedência,10548.48,0.0,1,1,1,0,1,1
1790991-31.2025.8.07.8152,DF,Não reconhece operação,Genérico,Êxito,Improcedência,24185.37,0.0,1,1,1,1,1,1
4115599-21.2025.8.03.8047,AP,Não reconhece operação,Golpe,Êxito,Improcedência,15266.11,0.0,1,1,0,1,1,1
6375710-89.2025.8.12.5251,MS,Não reconhece operação,Golpe,Não Êxito,Procedência,16782.75,14265.3375,0,1,0,1,1,1
6358665-63.2025.8.12.6221,MS,Não reconhece operação,Golpe,Não Êxito,Procedência,9567.91,8037.0444,1,0,0,1,1,1
7858513-57.2025.8.05.0209,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,20466.07,20056.7486,0,1,0,1,0,1
7556010-74.2025.8.07.2594,DF,Não reconhece operação,Genérico,Êxito,Improcedência,14658.48,0.0,1,1,1,0,0,1
8088431-81.2025.8.12.6545,MS,Não reconhece operação,Golpe,Êxito,Improcedência,5107.84,0.0,1,1,1,1,1,1
4960430-70.2025.8.06.5287,CE,Não reconhece operação,Golpe,Êxito,Improcedência,10082.24,0.0,1,1,0,1,1,0
6347352-35.2025.8.27.8144,TO,Não reconhece operação,Golpe,Êxito,Extinção,21735.69,0.0,1,1,1,1,1,0
4053526-50.2025.8.16.5966,PR,Não reconhece operação,Golpe,Êxito,Improcedência,15059.0,0.0,1,1,1,0,1,1
7139032-79.2025.8.15.7830,PB,Não reconhece operação,Golpe,Não Êxito,Procedência,13556.87,12065.614300000001,0,0,1,1,1,0
6262899-85.2025.8.27.8248,TO,Não reconhece operação,Genérico,Êxito,Improcedência,5146.98,0.0,1,1,1,1,1,1
1325325-07.2025.8.21.1999,RS,Não reconhece operação,Genérico,Êxito,Improcedência,19564.83,0.0,1,1,0,0,1,1
7755474-38.2025.8.15.2412,PB,Não reconhece operação,Genérico,Êxito,Extinção,17359.79,0.0,1,1,1,1,1,1
6925501-60.2025.8.13.2930,MG,Não reconhece operação,Golpe,Êxito,Improcedência,21396.3,0.0,1,1,0,0,0,1
3569811-18.2025.8.27.9286,TO,Não reconhece operação,Golpe,Êxito,Improcedência,10495.82,0.0,1,1,0,0,0,1
2216973-47.2025.8.17.7880,PE,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,16332.32,9962.715199999999,0,0,1,0,1,1
5806962-05.2025.8.15.2256,PB,Não reconhece operação,Golpe,Êxito,Improcedência,14895.0,0.0,1,1,0,1,1,1
3888184-79.2025.8.26.9387,SP,Não reconhece operação,Golpe,Êxito,Extinção,10646.53,0.0,1,1,1,1,1,0
5754508-43.2025.8.10.3124,MA,Não reconhece operação,Golpe,Êxito,Improcedência,13707.19,0.0,1,1,1,0,1,1
1571649-39.2025.8.10.1768,MA,Não reconhece operação,Golpe,Êxito,Improcedência,9676.35,0.0,1,1,1,0,1,1
3007650-60.2025.8.26.8942,SP,Não reconhece operação,Golpe,Não Êxito,Procedência,16184.34,14565.906,1,1,0,0,0,0
6222575-25.2025.8.09.2192,GO,Não reconhece operação,Genérico,Êxito,Improcedência,10793.26,0.0,1,1,0,1,1,1
9233367-53.2025.8.16.1347,PR,Não reconhece operação,Genérico,Êxito,Improcedência,21513.75,0.0,1,1,1,0,1,1
3893460-99.2025.8.07.3986,DF,Não reconhece operação,Genérico,Êxito,Improcedência,12543.2,0.0,1,1,1,1,0,0
5499197-05.2025.8.09.0050,GO,Não reconhece operação,Genérico,Êxito,Improcedência,10884.87,0.0,1,1,0,1,1,1
4309821-86.2025.8.10.3084,MA,Não reconhece operação,Golpe,Êxito,Improcedência,15608.43,0.0,1,1,1,1,1,1
4800982-81.2025.8.03.3464,AP,Não reconhece operação,Genérico,Êxito,Extinção,21288.56,0.0,1,1,1,1,1,0
8179041-77.2025.8.27.7802,TO,Não reconhece operação,Golpe,Êxito,Improcedência,12948.0,0.0,1,1,1,0,1,1
7183636-58.2025.8.16.0891,PR,Não reconhece operação,Golpe,Êxito,Extinção,17065.12,0.0,1,1,0,0,1,1
7489381-68.2025.8.06.9427,CE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10755.18,4624.7274,0,1,0,1,1,1
